searchTerm,Location,Content,Post Date,Post Year
#potholes,"[12.622344, 76.76081]","@KeypadGuerilla Another normal day at Bengaluru 
High time to take some action by the govt atleast now on both potholes and rash driving in the city #Bengaluru #Potholes",2022-11-01 03:05:39+00:00,2022
#potholes,"[12.887855980249446, 77.75169866405842]","This is the #situation #of #road from #Dommsandra to #whitefield.Staying here in this location from past 1 year but there is #nosignofbettermentofroad.
#BBMP take action only if someone die due to #potholes?#Bangalorebadroads @BbmpEast @CMofKarnataka @nitin_gadkari @BBMPCOMM https://t.co/ZZPBvV9AKX",2022-10-30 19:08:57+00:00,2022
#potholes,"[12.919037, 77.373474]","The need for sustainable design &amp; quality in our city infrastructure is crucial. We need roads to be designed with the traffic density &amp; mobility in mind. 

@CMofKarnataka
@Rajeev_GoI 
@drashwathcn 
@BBMPAdmn @BBMPCOMM @BangaloreMirror

#potholes #Roadsafety #PedestrianSafety https://t.co/7vLHHgJHBr",2022-10-26 07:23:04+00:00,2022
#potholes,"[12.919037, 77.373474]","To highlight #potholes at Silk Board Junction, Bannerghatta Main Road and BTM Layout 29th main, @IamNRofficial07 says he celebrated #Diwali at those potholes hoping to wake up @BSBommai &amp; @BBMPCOMM https://t.co/k33CHf9RA3",2022-10-25 08:48:06+00:00,2022
#potholes,"[12.971117, 77.597645]","#potholes #bbmp #bbmpcommissioner @bbmpcomm @bbmpit #aamaadmiparty @aapkaprithvi @mohandasari_ @__salehabaig__ @ Bangalore, India https://t.co/j3zxvNnCoi",2022-10-21 06:52:55+00:00,2022
#potholes,"[12.731936, 77.3305776]","ಬೆಂಗಳೂರು ನಗರದಲ್ಲಿನ ಲಕ್ಷಾಂತರ ರಸ್ತೆ ಗುಂಡಿಗಳು ವಾಹನ ಸವಾರರಿಗೆ ಮೃತ್ಯುಕೂಪದ ಗುಂಡಿಗಳಾಗಿ ಮಾರ್ಪಾಡು ಮಾಡಿರುವ @BJP4Karnataka ಸರ್ಕಾರದ ವಿರುದ್ಧ ಬೃಹತ್‌ ಪ್ರತಿಭಟನಾ ಮೆರವಣಿಗೆ. 

#Bengaluru #BBMP #BDA #Potholes #Protest #Congress #CMOfKarnataka #BJP #SayCM 

@BSBommai @CMofKarnataka @INCKarnataka https://t.co/PHDJinpOgZ",2022-10-20 12:42:06+00:00,2022
#potholes,"[12.731936, 77.3305776]","State of Bangalore roads and now foot path ...shared the same story ... #mooncraters #potholes .... Contractors must be sacked immediately. @BJP4Karnataka @BSBommai if this is the case , next election we will choose AAP ... Atleast for roads and footpaths",2022-10-20 06:20:17+00:00,2022
#potholes,"[12.731936, 77.3305776]",@blrcitytraffic @Tejasvi_Surya @BJP4India @BJP4Karnataka @btppubliceye @BSBommai @BBMPCOMM @mepratap help maadi saar! Please saaar. #potholes #bengalururains #bengalurupotholes every day flooding and no roads to move.,2022-10-20 04:45:43+00:00,2022
#potholes,"[12.554891, 77.757016]","@Sathyamla5 ஓசூர் பேருந்து நிலையத்தில் இருந்து மாநகராட்சி அலுவலகம் செல்லும் சாலை.....

உயிர் பலி எற்படும் முன் விரைந்து செயல்படுக...

#HOSUR
#potholes https://t.co/nhYZtQ69CG",2022-10-19 15:59:50+00:00,2022
#potholes,"[12.919037, 77.373474]","Status of so called Smart city road in the heart of #Bengaluru ...these roads were suppose to last for 10 years, but could survive even for 10 months...#potholes @BBMPAdmn @BBMPCOMM @BSBommai @WFRising @TOIBengaluru @IndianExpress @BLRSmartCity @ChristinMP_TOI @CitizenKamran https://t.co/ejNpnIb97s",2022-10-19 10:48:08+00:00,2022
#potholes,"[12.731936, 77.3305776]","In ancient days Kings would go in disguise to learn the problems faced by subjects. I just ask CM @BSBommai &amp; @BBMPCOMM to ride with me in a two wheeler. Without media circus. I know this is a #WishfulThinking
I promise I will ride carefully. Safety, well that depends. #Potholes https://t.co/fqXiHHb9o4",2022-10-19 09:18:47+00:00,2022
#potholes,"[12.945141, 77.676523]","Everyday 100s of kids, parents and teachers travel on this road twice . The road is barely there . This whole stretch has only #potholes . It's very dangerous for  overall . Can we get some action here and have better roads @ArvindLBJP sir ?@BbmpchdTeam @WFRising @BSBommai https://t.co/DsZBFBHh4u",2022-10-19 02:42:35+00:00,2022
#potholes,"[12.731936, 77.3305776]","Yet another example of tax payers money going directly into the pockets of Politicians. People of #Bengaluru continue to pay heavy price of poor infrastructure. 2/2
#potholes 
#Bengaluru",2022-10-18 14:36:07+00:00,2022
#potholes,"[12.731936, 77.3305776]",The number of potholes in the 2 kms stretch of Begur area in Bengaluru will definitely beat the number of craters on moon for the same distance. #begur #Bengaluru #potholes,2022-10-18 14:35:22+00:00,2022
#potholes,"[12.919037, 77.373474]",More #potholes AnandRaoCircle @BBMPCOMM https://t.co/wLCl57uc2x,2022-10-18 03:33:42+00:00,2022
#potholes,"[12.919037, 77.373474]",#potholes at #AnandRaoCircle. @CMofKarnataka @BBMPCOMM @TOIBengaluru #PotholeCapitalOfIndia https://t.co/NIybfPDAsa,2022-10-18 03:30:16+00:00,2022
#potholes,"[12.966893927294464, 77.71240857974435]",#bbmp #Bengaluru #Bangalore #DANGER #potholes https://t.co/vmkGtWzIxt,2022-10-15 09:25:57+00:00,2022
#potholes,"[12.731936, 77.3305776]","I wonder! Is it so difficult to fill #potholes? 

Even if there are no rains, &amp; at least for arterial roads

I ask this question after traversing across the city last week

Pls take action

#BBMP @BBMPCOMM #bbmp #Bengaluru @CMofKarnataka #Roadsafety #ಬೆಂಗಳೂರು_ನಮ್ಮದು #ಬೆಂಗಳೂರು",2022-10-09 03:01:09+00:00,2022
#potholes,"[12.919037, 77.373474]","@ArvindLBJP @BBMPCOMM @BBMPAdmn @PCMohanMP @BSBommai @mla_raghu @CPBlr @BlrCityPolice @blrcitytraffic #bangalore #bangaloreroads #potholes @pothole_raja 

Road dugged and left and blocked. 
This road is in bad shape. So many potholes, every other day there is some mishap. https://t.co/Vtr5PMHWIX",2022-10-07 08:41:29+00:00,2022
#potholes,"[12.919037, 77.373474]",3 big Potholes in #VasanthNagar  7th main between 6th and 7th cross and the water tanker back side tyre got stuck! @BBMPCOMM pl hv this rectified immediately.#potholes https://t.co/SHLOeSwdf1,2022-10-01 07:39:44+00:00,2022
#potholes,"[12.731936, 77.3305776]","All the roads are in Bangalore City are substandard. May be the suspended engineers have taken more bribe and not shared with the superiors. @BBMPSWMSplComm
@BBMPCOMM
#Potholes #corruptedofficials https://t.co/z81Qvl8Z0L",2022-09-28 10:00:47+00:00,2022
#potholes,"[12.919037, 77.373474]","@rpandith07 The recent sting operation proved this is a 40% commission government.  BBMP has always been corrupt, but the scale has increased.  My recent experience registering land was horrific with bribes to all levels. 
cc - @narendramodi 
#Karnataka #Bengaluru #potholes #corruption",2022-09-21 07:50:44+00:00,2022
#potholes,"[12.731936, 77.3305776]","When is the next #KHC hearing on #NammaBengaluru #potholes ?🤔

#BBMP must apply &amp; get aadhar for all the potholes since they are permanent fixtures on our roads 

Countless #Potholes and #craters of every size -S, M,L, XL, XXL +++ &amp; shape  have appeared.
drive carefully ",2022-09-09 06:35:59+00:00,2022
#potholes,"[12.731936, 77.3305776]","Few good lessons we could learn from our ancestors. 

#BBMP #RoadSafety #potholes #Traffic #Accidents #Rains #bengalururains #Bengaluru https://t.co/mbqpY9HzPU",2022-09-04 16:34:27+00:00,2022
#potholes,"[12.919037, 77.373474]","Before and after 
@narendramodi we want you to visit places where there is no developments happened (I mean entire karnataka) so at least our people won't die due to bad roads. Also please do bangaluru road trip using boats once  #potholes  #mangaluru #bengalurufloods https://t.co/JRWJI0twAz",2022-09-03 14:26:42+00:00,2022
#potholes,"[12.919037, 77.373474]","#SmartCity means City with #potholes #Mangalore #Bangalore #Mangaluru #Bengaluru
Kudos to 
@CMofKarnataka

Dear Modi'ji, @PMOIndia Hope the repaired and potholes are filled before you reach #Tulunadu 
#SavePeoplefromPotholes
#PeoplelivesMatters",2022-08-28 03:42:41+00:00,2022
#potholes,"[12.731936, 77.3305776]","After Ladakh, off roading in Namma Bengaluru! Felt Ladakh was far more easier. 

Hope @BSBommai govt acts before another life is lost due to these.

@kprabhanews @AsianetNewsSN @rajeshkalra @CMofKarnataka #PotHoles #Traffic #Terrific #NammaBengaluru https://t.co/XiacVkTYWK",2022-08-27 20:47:56+00:00,2022
#potholes,"[12.919037, 77.373474]",New cycle designed for Bengaluru roads to avoid potholes.  #bengaluru #bangalore #potholes @CitizenKamran https://t.co/oRfuAmjGD7,2022-08-27 18:39:57+00:00,2022
#potholes,"[12.731936, 77.3305776]","Ye to kuch bhi nahi hai. #potholes on #bangaloreroads are deeper than this. Had amazing off-roading experience, today evening, at two back to back such potholes on the left hand side of HSR flyover. A bit more deep and we could witness the center of earth.",2022-08-27 16:48:22+00:00,2022
#potholes,"[12.731936, 77.3305776]","Indiranagar ""Off Road Track"". #BBMP #PotHoles
@BBMPAdmn @BBMPCOMM @blrcitytraffic https://t.co/b7laVj5FNC",2022-08-27 16:00:21+00:00,2022
#potholes,"[12.919037, 77.373474]","The same potholes when it rains.
Many people are dying and injuring themselves because of such potholes and they are all across. Potholes of Bangalore
#PotholesValleyOfIndia
#BBMP #Bengaluru #potholes
@ELCITA_IN @CMofKarnataka
@nitin_gadkari @PMOIndia https://t.co/NqZ6mCSq3h",2022-08-26 08:57:04+00:00,2022
#potholes,"[12.919037, 77.373474]","Just imagine tomorrow you or your most loved ones - @blrcitytraffic , @BlrCityPolice , @CPBlr , @DgpKarnataka , @BBMPCOMM (i don't wish for such bad KARMA, touchwood , But god's grace can't be stopped)

#potholes #bangalorerains #bbmp #BJP",2022-08-25 03:13:11+00:00,2022
#potholes,"[12.919037, 77.373474]","@siddaramaiah @CMofKarnataka @BSBommai @siddaramaiah Sir, Please help us get proper Justice in Supreeth #Potholes death case, we are scared if @BBMPCOMM and the local authorities may completely change the version of this accident case.

https://t.co/eBfzP3SllM",2022-08-24 15:43:38+00:00,2022
#potholes,"[12.919037, 77.373474]","Today morning i packed curd for lunch and gone to office,when I open it during lunch hours it's I got butter milk and butter,  Thank you BBMP for the pot hole full of road and @kmfnandinimilk  use this idea  it's very simple 
#Potholes 
#BBMP 
#Bengaluru 
#BJPFailsIndia https://t.co/JYbGfPA8MW",2022-08-23 16:50:03+00:00,2022
#potholes,"[12.915858, 77.610279]",Another wonderful part is there’s no street lights in this road which makes it more deadly for travelers coming on this road! Rushed him to the hospital when his friends came by! #RoadAccident #banglorepotholes #potholes,2022-08-22 19:31:31+00:00,2022
#potholes,"[12.919037, 77.373474]","ಬೆಂಗಳೂರಿನ ರಸ್ತೆ ಗುಂಡಿಗೆ ಮತ್ತೊಂದು ಬಲಿ, ಸುಪ್ರೀತ್ ಸಾವಿಗೆ ಹೊಣೆಯಾರು..?

#Potholes #bangaloreroads #RoadAccident #BBMP #worstroads
Https//eesanje.com/index.php/2022/08/22/bengaluru-roads-pathholes-death/ via @eesanje @eesanjenews @prakashraaj @BBMPCOMM",2022-08-22 09:42:39+00:00,2022
#potholes,"[12.731936, 77.3305776]",@BBMPCOMM @BBMPSWMSplComm #ward160#uttharalli #badroads #Potholes @tv9kannada #garbage,2022-08-11 10:15:30+00:00,2022
#potholes,"[12.731936, 77.3305776]",@BBMPCOMM @BBMPSWMSplComm @tv9kannada #badroad #potholes #ward160 #uttaharalli # no action taken #garbage,2022-08-10 05:31:10+00:00,2022
#potholes,"[12.731936, 77.3305776]","KG Road , chickpete. 
Walking speed 5km/hr 
Vehicles Speed limit 2.5km/hr 
#bengaluru #bangalore #potholes 
@swm_bbmp @BBMPAdmn https://t.co/fN7yVuXeeL",2022-08-08 09:23:42+00:00,2022
#potholes,"[12.731936, 77.3305776]","#potholes #RoadSafety #BBMP #NarendraModi 
Dear PM Modi, We are forced to embrace era of BC (bullock carts) instead of EV (electric vehicles). Your government did an excellent job by not providing roads itself in a city like Bangalore #bangalore_rain https://t.co/3kjUe4xhY3",2022-08-06 09:50:48+00:00,2022
#potholes,"[12.731936, 77.3305776]","@micolyttrfps @blrcitytraffic @JnagarTr @BBMPAdmn @CMofKarnataka blame it on rains or metro work, there are 100 pot holes from Jayadeva hospital to Sagar hospital in Bannerghatta road. Taxpayers are just asking to fill the pot holes if not the good roads! Is it too much to adk?
 #potholes #bangaloretraffic #RoadSafety",2022-08-05 00:00:03+00:00,2022
#potholes,"[12.956460590799718, 77.70949620141054]","Situation of roads in the state with highest road tax.
This has been the condition of the roads in spice garden and kundanhalli since an year now. There have been numerous accidents here in the last few days. Who is accountable?
#bbmp #potholes #roadaccidents #PMOIndia https://t.co/sJdaXpb1hB",2022-08-04 08:17:18+00:00,2022
#potholes,"[12.731936, 77.3305776]","#ward160 #uttaharalli #potholes #garbage
This is uttaharalli, channsandara, several complain to bbmp sahaaya has gone unheard! @ bbmp com please help https://t.co/8UFba3ZcGu",2022-08-04 01:59:11+00:00,2022
#potholes,"[12.919037, 77.373474]",@ShreyashiMukh16 @BBMPCOMM @BBMPAdmn @BSBommai @dineshgrao if there is any injuries or loss of death the bbmp and the  mla will be responsible . Have enough proof of complaints. #bbmpcares #potholes #bbmp,2022-08-03 19:56:58+00:00,2022
#potholes,"[12.731936, 77.3305776]","This is the ultimate, nailed it  #potholes #RoadSafety #roads #bengaluru https://t.co/Qn8vGoWHE8",2022-08-02 04:11:51+00:00,2022
#potholes,"[12.95583073700887, 77.70927259915786]","Off roading experience in Bengaluru! 40 potholes in a 200m stretch. @bbmpcommr any comments?

#potholes #Bengaluru #bengalururains #RoadSafety https://t.co/0ubE08Duun",2022-07-21 14:30:28+00:00,2022
#potholes,"[12.919037, 77.373474]",#Potholes city..?? That’s a name saved for #NammaOoru #Bengaluru..!!,2022-07-10 12:47:15+00:00,2022
#potholes,"[12.731936, 77.3305776]","BJP likes #potholes, but not Bangalore.

#PotholesWelcomesModi https://t.co/TMVSqYQkxN",2022-06-20 14:11:38+00:00,2022
#potholes,"[12.731936, 77.3305776]","Modi Ji,

If you really wish to see Congress is your real opposition and not AAP, please instruct GoK to fix all the #potholes.

Otherwise, BJP will take the place of opposition party in Karnataka.

#PotholesWelcomesModi https://t.co/h5ZqnCile4",2022-06-20 14:07:27+00:00,2022
#potholes,"[12.731936, 77.3305776]","Dear Modi Ji,

The Pragati Maidan underpass developed by @ArvindKejriwal is nothing less than an Engineering Marvel.

You are still managed to get an empty bottle.

What about Bangalore's #potholes
filled roads?

#PotholesWelcomesModi https://t.co/WJvc1X18bL",2022-06-20 14:01:08+00:00,2022
#potholes,"[12.731936, 77.3305776]","The IT city of India is growing of its own because of the talent pool. The talent pool is paying highest Direct Tax.

What people receive in return: #Potholes?

#PotholesWelcomesModi https://t.co/0LB3Th2VBN",2022-06-20 13:48:55+00:00,2022
#potholes,"[12.731936, 77.3305776]","Roads are reconstructed, traffic diverted and schools were asked to be shut so that Modi Ji can have better experience and #potholes free route.

What about the general citizens, who will fix the public apathy due to #potholes
on Bangalore roads.

#PotholesWelcomesModi https://t.co/fRPMtOyCeZ",2022-06-20 13:43:19+00:00,2022
#potholes,"[12.731936, 77.3305776]","Dear @narendramodi,

Welcome to the city of #Potholes.

We wish you could visit all the street in Bangalore so that people of Bangalore will get respite from #Potholes.

#PotholesWelcomesModi https://t.co/DPAZRXkDMi",2022-06-20 13:36:26+00:00,2022
#potholes,"[12.919037, 77.373474]","@Namma_Bengaluru @BBMPCOMM @BBMPAdmn @BbmpchdTeam @CPBlr @WFRising @RisingVarthur @nBangalorepost @NammaBengaluroo @ECityRising @east_bengaluru @WeAreHSRLayout @namma_BTM @NammaHBR @icindngr A colleagues vehicle was badly damaged and needed extensive repairs by hitting a huge pothole in the rains, lucky he was in the four wheeler which saved his life. #potholes #BBMP #Bengaluru",2022-06-15 13:08:28+00:00,2022
#potholes,"[12.919037, 77.373474]","Here's the A TEAM OF PEOPLE welcoming @narendramodi to visit Bengaluru through roads.

@PMOIndia &amp; @HMOIndia to make necessary arrangements in coordination with @PCMohanMP &amp; @Tejasvi_Surya .

#potholes #Bengaluru",2022-06-14 12:53:58+00:00,2022
#potholes,"[12.919037, 77.373474]","Public TV  kannada recorded our #PotholesFreeBengaluru campaign on 05.06.2022 at Chikpete, Bengaluru.
#ಪಬ್ಲಿಕ್_ಟಿವಿ @publictvnews ಕನ್ನಡ ಚಾನಲ್ ಅವರು ನಮ್ಮ #ಗುಂಡಿ_ಮುಕ್ತ_ರಸ್ತೆ_ಬೆಂಗಳೂರು ಅಭಿಯಾನವನ್ನೂ ರೆಕಾರ್ಡ್ ಮಾಡಿದ್ರು. 

@VinodKartavya @cchethan64 
#Bengaluru #potholes #like #share https://t.co/A0PLUqyi2M",2022-06-09 16:33:28+00:00,2022
#potholes,"[12.919037, 77.373474]","ಬೆಂಗಳೂರು-ಮೈಸೂರು ನೈಸ್ ರಸ್ತೆಯ ಜಂಕ್ಷನ್ ದುಸ್ಥಿತಿ ನೋಡಿ 
#niceroad #potholes #bangaloredays #bangaloreroads #road https://t.co/YiWr8dZmxw",2022-06-08 09:07:45+00:00,2022
#potholes,"[12.919037, 77.373474]","@BBMPCOMM  @CMofKarnataka This road still not fixed despite complaint,repeated reminders. Vasantha Nagar sub division ward No 63.1st,Cross shivajiraod Shivajinagar land mark Ballapa Garden. Pl cfm by when it will be done #BengaluruDeservesBetter @TOIIndiaNews #potholes https://t.co/3mmdhmoqBN",2022-06-04 02:48:01+00:00,2022
#potholes,"[13.243968688427143, 77.71096637504205]","@DCPTrWestBCP @acpdevanahalli @acpnorthtraffic @DCPTrNorthBCP  Every day there are Accidents happening due to Big #Potholes on Devanahalli road near #SalarpuriaSatvaParkCubix #BrigadeOrchards .
Please do something before there are more accident and casualties. https://t.co/HMCDNs0kT2",2022-05-28 06:33:58+00:00,2022
#potholes,"[12.731936, 77.3305776]","Few months ago @CMofKarnataka Mr @BSBommai instructed the then @BBMPCOMM &amp; team to fill #Potholes before next rains 

Now, when the half of #Bengaluru drowned &amp; you don't know whether Pothole or a Crater beneath rain waters.  
On this day, the Pothole Task Force formed. Hmm..🤧 https://t.co/dU5RBQNgep",2022-05-18 01:37:56+00:00,2022
#potholes,"[12.919037, 77.373474]","All about teams new campaign..

Change maker's of namma bengaluru

Thank you @BangaloreMirror 

#bengaluru #potholes 
#PotholesFreeRoadBengaluruCampaign
#Gundi_free_road_Bengaluru https://t.co/Dx9FVUkzqw",2022-05-16 03:35:18+00:00,2022
#potholes,"[12.731936, 77.3305776]",#Bangalore #Roadsafety #Road #Bulldozer #potholes #jpnagar https://t.co/iuzIei2agO,2022-05-14 04:04:52+00:00,2022
#potholes,"[12.731936, 77.3305776]","We have seen @blrcitytraffic police fill #Potholes 
Today they are clearing remains of fallen tree on ORR near PES signal. @BBMPCOMM job actually.  Managing heavy traffic jams, now @bsktrfps staff are clearing to help ease the jam. Thank you 
@CPBlr @BlrCityPolice @HMLokesh https://t.co/W1FVwZlH26",2022-05-11 14:04:11+00:00,2022
#potholes,"[12.731936, 77.3305776]","This road was recently asphalted after Carvery pipeline works that took good two years. Kengeri-Magadi link road running through Visvesvaraya Layout. 
@BSBommai in fact ordered authorities to finish road work before rains. Rains came, @BBMPCOMM s changed, but the #Potholes remain https://t.co/EnBmTyO65F",2022-05-11 02:06:41+00:00,2022
#potholes,"[12.731936, 77.3305776]","1/7

If I have one dialogue to @BBMPCOMM in #KGF2 style like @TheNameIsYash 

Potholes, Potholes, Potholes. I dont like it. I avoid. But #Potholes likes me. I cant avoid.

This should be every riders dialogue in #Bengaluru 

Ends/- https://t.co/XsnkIjXBNe",2022-04-21 15:24:35+00:00,2022
#potholes,"[12.731936, 77.3305776]","1/1
Thread alert on #Potholes in #Bengaluru, craters rather!

Finally, some cement filled &amp; a barricade placed 8 days after I first reported it. 

This road was laid for PM @narendramodi ji visit. Then imagine what a common man like us are enduring. 
Let's get some #FLASHBACK https://t.co/0LLQlb2yx1",2022-04-21 14:49:56+00:00,2022
#potholes,"[12.894928606566877, 77.61086657726182]",#Road repair works left half done without any warning signs or barricades are causing huge trouble amidst the #rain. Cars are getting stuck in deep #potholes out of which mine was one. We had to wait for an hour and hire a #towtruck for rescue. @BbmpchdTeam #karnatakapublicworks https://t.co/tCFLTeqQx2,2022-04-15 04:31:44+00:00,2022
#potholes,"[12.731936, 77.3305776]",@rakeshprakash1 @NammaBengaluroo @WFRising @BLRrocKS @ravichandar @tinucherian @ShyamSPrasad Tax payers money goes into such sinkholes in this city @bbmpcommr #potholes,2021-12-16 18:59:10+00:00,2021
#potholes,"[12.919037, 77.373474]","#Bangalore ""City of #potholes "" and ""City of #garbages "" . I guess we all will be extremely proud to call the city with the new names. I am not sure of everybody is facing this in Bangalore
@CMofKarnataka @BBMPAdmn @BBMPCOMM @BBMPSplHealth @BBMPSWMJtComm @BSBommai",2021-11-25 14:29:54+00:00,2021
#potholes,"[12.731936, 77.3305776]","Well now we know what happens to Public money. Can we check which #drainpipe #bangaloreroadsare stuck? #BBMP?
#garbagewoes #potholes
#badroads
@CMofKarnataka
@bbmpcommr
Cash hidden in pipes recovered from home of Karnataka PWD engineer""  https://t.co/xVUr8VgaAR",2021-11-25 03:50:49+00:00,2021
#potholes,"[12.731936, 77.3305776]","@blrcitytraffic and officials please fix this potholes (at KR Puram), as it is dangerous  for two wheelers especially at night times &amp; rainy seasons 

@BlrCityPolice @NammaBengaluroo  @BBMPSWMSplComm @chairmanbwssb @BangaloreMirror

#RoadSafety #Potholes #TrafficAlert https://t.co/jAPoaGIm38",2021-11-16 03:45:25+00:00,2021
#potholes,"[12.880653, 77.692825]","@BangaloreMirror @east_bengaluru @BJP4Karnataka @BJP4India @CMofKarnataka @PMOIndia @narendramodi it's shame for us that we are still begging for roads &amp; BJP in power in state &amp; zero development.Y on earth should we vote u if u can't give basic roads? 
#bangaloreroads #potholes https://t.co/iU0Xnxp02r",2021-11-14 15:34:50+00:00,2021
#potholes,"[12.90447, 77.675968]","@BBMPCOMM, how can one agency/contractor do good job fixing of Bangalore #potholes? Pls decentralise &amp; ask every ward AEE,AE transparently publish works,schedule &amp; contractor details.Let them get it fixed in timely manner else dismiss, push for decentralisation, accountability.",2021-11-08 18:36:39+00:00,2021
#potholes,"[12.731936, 77.3305776]","Second @BangaloreMirror crusader taken to task by dreaded #Potholes. Two wheeler riders are most vulnerable and endangered species on #Bengaluru roads. 

https://t.co/aiPEZOnMxp

https://t.co/vhhykWvWFm",2021-11-03 06:12:58+00:00,2021
#potholes,"[12.919037, 77.373474]",@mnmpoetry Yessir. #Potholes won't forgo. And there will be many more victims of this Fargo... Unfortunately,2021-10-25 06:31:56+00:00,2021
#potholes,"[12.731936, 77.3305776]",@BJP4India @nitin_gadkari @PiyushGoyal #poor #road #infrastructure in #Bangalore #potholes #badroads everywhere,2021-10-25 04:39:57+00:00,2021
#potholes,"[12.8869426184948, 77.59023601948168]",#potholes of Bangalore https://t.co/PbwZgbeOwU,2021-10-25 03:18:20+00:00,2021
#potholes,"[12.948871746639458, 77.71364394178542]","Recent accident that happened 5 minutes back, couple falling into a pothole. #shameonbbmp #bbmp #Bengaluru #Accidents #potholes
@BBMPCOMM @bbmpcommr @CMofKarnataka @PMOIndia @BangaloreMirror @TheQuint @bengaluru https://t.co/LKW0DFOvYB",2021-10-21 12:20:29+00:00,2021
#potholes,"[12.919037, 77.373474]","@LandRetweeter @BBMPCOMM @CMofKarnataka @BCLIPAlumni @ksmakarnataka @nitin_gadkari @kiranshaw @SeemaAhuja1 @harishbijoor @RevathyAshok @AnandVshu @KavithaReddyINC @TVMohandasPai @ChristinMP_TOI @NammaBengaluroo @sudheemagadi An impact of Pothole Ayuda Pooje.
Thanks @BBMPCOMM @CMofKarnataka for fixing it temporary. 
#potholes #potholepooje 
@BCLIPAlumni
@ksmakarnataka https://t.co/roxyaPP7gS",2021-10-16 15:32:53+00:00,2021
#potholes,"[12.919037, 77.373474]","An impact of Pothole Ayuda Pooje.
Thanks @BBMPCOMM @CMofKarnataka for fixing it temporary. 
#potholes #potholepooje 
@BCLIPAlumni
@ksmakarnataka https://t.co/mDSR0XzUFn",2021-10-16 13:56:33+00:00,2021
