searchTerm,Location,Content,Post Date,Post Year
(Bangalore #eveteasing OR #potholes OR #harassment OR #assault OR #accident OR #stalking),"[12.731936, 77.3305776]",#Bangalore #roads #RoadSafety #infrastructure #SiliconValley #Engineer #tech #city #potholes #Standards #uncivilized #kamangipura #excusessaku,2020-03-06 03:51:40+00:00,2020
(Bangalore #eveteasing OR #potholes OR #harassment OR #assault OR #accident OR #stalking),"[12.731936, 77.3305776]",#Bangalore #roads #RoadSafety #infrastructure #SiliconValley #Engineer #Standards #uncivilized #kamangipura #excusessaku #potholes,2020-03-06 03:50:14+00:00,2020
(Bangalore #eveteasing OR #potholes OR #harassment OR #assault OR #accident OR #stalking),"[12.731936, 77.3305776]",#Bangalore #roads #infrastructure #RoadSafety #uncivilized #Engineering #SiliconValley #Taxpayers #kamangipura #potholes,2020-03-06 03:23:40+00:00,2020
(Bangalore #eveteasing OR #potholes OR #harassment OR #assault OR #accident OR #stalking),"[12.731936, 77.3305776]","@ralpharakal @WeAreBangalore @BMTC_BENGALURU @IndianExpress @IExpressSouth @BBPVedike @WFRising @srinualavilli @tinucherian @BellandurJothge @citizensforblr @RevathyAshok 2390 buses ok but for that we need proper #roads #infrastructure when do we get it?
 #Engineering #planning #transport #potholes #Bangalore",2020-03-05 08:25:38+00:00,2020
(Bangalore #eveteasing OR #potholes OR #harassment OR #assault OR #accident OR #stalking),"[12.97293822990357, 77.60441538707232]","this is how #RTO officer requests to remove helmet ☹️
 @blrcitytraffic @bangalore_pulse #Bengaluru #BengaluruTraffic
#harassment by #rto https://t.co/LAForGwCqq",2019-10-20 15:27:28+00:00,2019
(Bangalore #eveteasing OR #potholes OR #harassment OR #assault OR #accident OR #stalking),"[12.731936, 77.3305776]","#Potholes Near 100 feet outer ring road, Bendre Nagar, #Bengaluru
Dear @blrcitytraffic @BBMPCOMM Please take necessary action 
#BBMP #RoadSafety #Bangalore https://t.co/B3K9BbYV9b",2019-08-22 11:03:43+00:00,2019
(Bangalore #eveteasing OR #potholes OR #harassment OR #assault OR #accident OR #stalking),"[12.731936, 77.3305776]","Dear @blrcitytraffic
Road is not in good condition to travel b/w #Banashankari bus stop to Kadirenahalli Cross Via Subramanya Pura Rd.
Kindly report this issue to concern department to take necessary action.
#Bangalore #Potholes #Roads #Traffic #BBMP #SafetyMeasures https://t.co/fDsQCpnr7d",2019-08-13 09:44:40+00:00,2019
(Bangalore #eveteasing OR #potholes OR #harassment OR #assault OR #accident OR #stalking),"[12.731936, 77.3305776]","This is how an #RWA tries to justify claiming more money from tenants than owners. And this bully is a manager at a big MNC. God save his team!

#bullying @DeccanHerald @IndianExpress @timesofindia #tenants #Bangalore #harassment @BangaloreTimes1 https://t.co/vjZqBO0lZj",2019-07-29 17:27:31+00:00,2019
(Bangalore #eveteasing OR #potholes OR #harassment OR #assault OR #accident OR #stalking),"[12.731936, 77.3305776]","#Potholes at Kadirenahalli Circle, Subramanya Pura Rd, BSK 2nd Stage, #Bengaluru - 560070
Please take immediate action.
@BBMP_MAYOR @BBMPCOMM
@blrcitytraffic @acpsouthtrf
@tdkarnataka @KarnatakaOne
@BMTC_BENGALURU
@MORTHIndia @MoHUA_India
#BBMP #Roads #Transport #Bangalore #India https://t.co/3hdBaTA7lo",2019-07-28 09:28:27+00:00,2019
(Bangalore #eveteasing OR #potholes OR #harassment OR #assault OR #accident OR #stalking),"[12.971117, 77.597645]","Tupido still wants to clean the house despite being a hypoallergenic dust magnet.

Please follow us @thecheeknee on instagram.

#art #artist #artists #artcommunity #accident #faultinourstars #bangalore… https://t.co/fAc0gySA9L",2019-07-15 12:51:30+00:00,2019
(Bangalore #eveteasing OR #potholes OR #harassment OR #assault OR #accident OR #stalking),"[12.966097818471338, 77.70233511630275]","It's been a year since a truck bumped into this divider and it bears witness til date of how reckless drivers are and how lazy government officials are in getting repairs done.
#nammasafety #accident #bangaloretrafficpolice #Bangalore #BBMP https://t.co/akihkel0Bu",2019-07-07 17:59:43+00:00,2019
(Bangalore #eveteasing OR #potholes OR #harassment OR #assault OR #accident OR #stalking),"[12.983455524060558, 77.59870692295682]",Namma Bengaluru. Whatever you say. It'salways a fresh green city to love. #nammabengaluru #bangalore #green #nofilter #instagreen #trees #treesome #gogreen #nativespecies #infantryroad #photographer #photography #instabangalore #potholes #trafficjam https://t.co/PtUeYGHeS3,2019-06-15 14:35:40+00:00,2019
(Bangalore #eveteasing OR #potholes OR #harassment OR #assault OR #accident OR #stalking),"[12.731936, 77.3305776]","After Suthiyal, the next most dangerous and realistic problem:
#Bengaluru roads. There are many Nesamanis require your prayers. Pleez #Pray_for_Neasamani s of #Bangalore 
#Potholes
@BBMPCOMM @chairmanbwssb @BBMP_MAYOR @DrParameshwara @hd_kumaraswamy 

Pic near Seshadripuram PS https://t.co/CtKToOIAPw",2019-05-30 02:26:33+00:00,2019
(Bangalore #eveteasing OR #potholes OR #harassment OR #assault OR #accident OR #stalking),"[12.919037, 77.373474]",When you ride without strapping your helmet. #accident #scooter @BlrCityPolice #TrafficAlert @BlrCityPolice @AddlCPTraffic @CPBlr @blrcitytraffic #TrafficPatrol #Bangalore #bike #bikes #Drive https://t.co/e8jilN9RuW,2019-05-27 16:40:44+00:00,2019
(Bangalore #eveteasing OR #potholes OR #harassment OR #assault OR #accident OR #stalking),"[12.919037, 77.373474]","#RIP Wg Cdr Sahil Gandhi
Lost his life in this unfortunate accident.
2 pilots ejected &amp; survived the crash.
#VIDEO of the moment when the #Suryakiran were performing #aerobatics and collided. #Airshow #AeroIndia2019 (video via WA) #aviation #accident #Bangalore #AeroIndia https://t.co/Wh6TcD03mq",2019-02-19 12:03:58+00:00,2019
(Bangalore #eveteasing OR #potholes OR #harassment OR #assault OR #accident OR #stalking),"[12.973487482465178, 77.61099760614067]",Saw this pothole opposite to Ashok Nagar police station. This might be at least half a feet deep. Definitely vehicles would land at the pedestrian walkway. @bbmpcommr @blrcitytraffic @ashoknagartrfps #potholes #pedestriansafety #Bangalore https://t.co/hAAYBLhmCY,2019-01-17 15:55:16+00:00,2019
(Bangalore #eveteasing OR #potholes OR #harassment OR #assault OR #accident OR #stalking),"[12.971117, 77.597645]","Saw this happen yesterday. Who would you say is at fault? Would #ABS have prevented it? 
#accident #dashcam #silentwitness #blackboxmycar blackboxmycar blacksysdashcam @ Bangalore, India https://t.co/SqTLXlkEvn",2019-01-04 12:00:58+00:00,2019
(Bangalore #eveteasing OR #potholes OR #harassment OR #assault OR #accident OR #stalking),"[12.9791, 77.5772]","#accident is now trending in #Bangalore

https://t.co/yKahzTmkUu https://t.co/ezsoNg1ymc",2018-09-24 08:27:50+00:00,2018
(Bangalore #eveteasing OR #potholes OR #harassment OR #assault OR #accident OR #stalking),"[12.731936, 77.3305776]",At intersection residents have put stones and tree stems to warn vehicle riders about the big crater in middle of the road. #Bangalore #potholes . Please get this road fixed and drains cleared of stones.,2018-08-25 01:02:28+00:00,2018
(Bangalore #eveteasing OR #potholes OR #harassment OR #assault OR #accident OR #stalking),"[12.919037, 77.373474]","@CMofKarnataka @BBMPCOMM  @DrParameshwara-Dis #happens only in #bangalore whr #bbmp #officials r #sleeping &amp; citizens r filling #potholes. Have raised many many #complaints,bt #officer closes it without any #reason.Ticket refno-10776343,10776348.this is road towards SLS Signature https://t.co/cjGCKsZHc9",2018-08-07 12:50:37+00:00,2018
(Bangalore #eveteasing OR #potholes OR #harassment OR #assault OR #accident OR #stalking),"[12.731936, 77.3305776]","#bangalore #potholes #BBMP flash rains have exposed thousands potholes, even stretches of ORR are craters and rubble. Monsoon ten days away- wake up or let’s create more photo ops for #chaos?! @beastoftraal @BngWeather @BBMPCOMM @kiranshaw @TVMohandasPai",2018-05-23 03:04:29+00:00,2018
(Bangalore #eveteasing OR #potholes OR #harassment OR #assault OR #accident OR #stalking),"[12.919037, 77.373474]",We see may two wheeler riders without helmets travelling on #Bangalore #Mysore #HighWay  @NHAISocialmedia  and crusing at high speeds.  #Accident  #Bidadi #Channapatna #Ramnagaram. @CPBlr @CPMysuru  request you to please alert the concerned.,2018-04-21 13:59:25+00:00,2018
(Bangalore #eveteasing OR #potholes OR #harassment OR #assault OR #accident OR #stalking),"[12.731936, 77.3305776]","#Pradeep #Gowda Had Some #Accident. His Leg Got Operated By #Dr. #Sandeep #Dixit, #Orthopaedic #Surgeon In #B #G #S #Global #Hospitals, #Bangalore, #Karnataka, #India, #Asia. #Thanks. https://t.co/yYf0g42jRV",2018-03-26 20:57:16+00:00,2018
(Bangalore #eveteasing OR #potholes OR #harassment OR #assault OR #accident OR #stalking),"[12.731936, 77.3305776]",Half of bangalore traffic will be resolved if we have better roads. Fresh pitching of roads instead of putting patches. If anyone listening  @bbmpcom  @CMofKarnataka #bbmp #potholes #Traffic,2018-03-14 05:09:31+00:00,2018
(Bangalore #eveteasing OR #potholes OR #harassment OR #assault OR #accident OR #stalking),"[12.9833, 77.5833]","#roadaccident #accident #beutiful @ Bangalore, India https://t.co/yWz8yhk2wH",2018-02-17 06:34:10+00:00,2018
(Bangalore #eveteasing OR #potholes OR #harassment OR #assault OR #accident OR #stalking),"[13.0189484, 77.6555592]",@nitin_gadkari NH44 highway near Banaswadi in Bangalore is being white topped with cement road but it has been downgraded for all vehicles (specially 2 wheelers &amp; small cars) by putting series of 3 plastic bumpers. Does this follow your protocol of NHAI? #NHAI #Accident #highway https://t.co/iRP7TDO6CR,2018-02-08 02:32:11+00:00,2018
(Bangalore #eveteasing OR #potholes OR #harassment OR #assault OR #accident OR #stalking),"[12.9791, 77.5772]","#potholes is now trending in #Bangalore

https://t.co/s1gq655Qcn https://t.co/DgFx3jTOAC",2018-01-30 17:04:43+00:00,2018
(Bangalore #eveteasing OR #potholes OR #harassment OR #assault OR #accident OR #stalking),"[12.731936, 77.3305776]","@BMTC_Bangalore definitely a way of inviting #ACCIDENT , #people paying for this #Pathetic #service in #Bangalore #bmtc 
#KA57F0836 #bus 
@blrcitytraffic 
@BlrCityPolice 
@AddlCPTraffic 
@CMofKarnataka 
@BandBajaateRaho 
@BloreConnect 
@BangaloreMirror https://t.co/crHjxzdzdX",2018-01-30 03:50:26+00:00,2018
(Bangalore #eveteasing OR #potholes OR #harassment OR #assault OR #accident OR #stalking),"[12.919037, 77.373474]",#roads not done #bridges not done #drains not done #potholes not done @CMofKarnataka ORR is in a mess at 7:30am thanks to conc topping for 3 months now #bangalore #karnataka https://t.co/xql0Nvyshr,2017-12-05 03:24:39+00:00,2017
(Bangalore #eveteasing OR #potholes OR #harassment OR #assault OR #accident OR #stalking),"[12.731936, 77.3305776]","If anyone has to give example for uncountable numbers then we can mention #potholes in #Bangalore roads,curtesy @CMofKarnataka @thekjgeorge",2017-10-14 16:24:27+00:00,2017
(Bangalore #eveteasing OR #potholes OR #harassment OR #assault OR #accident OR #stalking),"[12.919037, 77.373474]","Thank you @CMofKarnataka @thekjgeorge 4 providing free boat ride #bangalore #BangaloreRain #potholes, this is our Bhagya &amp; truly deserving",2017-10-13 14:01:35+00:00,2017
(Bangalore #eveteasing OR #potholes OR #harassment OR #assault OR #accident OR #stalking),"[12.731936, 77.3305776]","Yes,yes. #Bangalore rained yet again. #bangalorerains #potholes #badroad #heavytraffic",2017-10-11 13:31:37+00:00,2017
(Bangalore #eveteasing OR #potholes OR #harassment OR #assault OR #accident OR #stalking),"[12.919037, 77.373474]",Heavy #Rains in #Bangalore Residency Road #AfternoonShowers #StaySafe watch out for #PotHoles &amp; #ManHoles #OldTrees https://t.co/soPLBWud1J,2017-10-05 08:15:49+00:00,2017
(Bangalore #eveteasing OR #potholes OR #harassment OR #assault OR #accident OR #stalking),"[12.9791, 77.5772]","#stalking is now trending in #Bangalore

https://t.co/2ENMdYXOGT https://t.co/D1Vr1VYxZJ",2017-08-07 09:35:18+00:00,2017
(Bangalore #eveteasing OR #potholes OR #harassment OR #assault OR #accident OR #stalking),"[12.731936, 77.3305776]",@elonmusk d #India Specific design would require sensors to identify #potholes &amp; manoeuvre around them Especially in a city like #Bangalore https://t.co/DmBQQONL21,2016-10-28 01:56:27+00:00,2016
(Bangalore #eveteasing OR #potholes OR #harassment OR #assault OR #accident OR #stalking),"[12.90981, 77.6868]","How?

#bangalore #accident #road #how @ Sarjapur Road https://t.co/5GokrRroer",2016-09-05 04:17:56+00:00,2016
(Bangalore #eveteasing OR #potholes OR #harassment OR #assault OR #accident OR #stalking),"[12.731936, 77.3305776]",#Bangalore #airport #accident #alert  https://t.co/iJjMbsvY0h,2016-07-24 17:58:50+00:00,2016
(Bangalore #eveteasing OR #potholes OR #harassment OR #assault OR #accident OR #stalking),"[12.919037, 77.373474]","#Bangalore failed 2 provide a better infrastructure.

#IT_Hub is now the hub of #Garbage &amp; #PotHoles.

#PoorGoverment",2016-01-08 01:36:52+00:00,2016
(Bangalore #eveteasing OR #potholes OR #harassment OR #assault OR #accident OR #stalking),"[12.919037, 77.373474]","पुणे-बंगळुरु महामार्गावर बसला अपघात, तिघांचा मृत्यू, सात जखमी
#Accident on Pune-Bangalore Highway #NH4",2015-12-21 03:16:04+00:00,2015
(Bangalore #eveteasing OR #potholes OR #harassment OR #assault OR #accident OR #stalking),"[12.92513601, 77.63167944]",Did #BBMP fulfill the promise of closing #potholes in Bangalore ?,2015-12-18 07:03:20+00:00,2015
(Bangalore #eveteasing OR #potholes OR #harassment OR #assault OR #accident OR #stalking),"[12.919037, 77.373474]",I doubt if IT CITY BANGALORE with smart people can ever become a SMART CITY. #Potholes #PoorTraffic @BangaloreBuzz,2015-11-25 04:09:29+00:00,2015
(Bangalore #eveteasing OR #potholes OR #harassment OR #assault OR #accident OR #stalking),"[12.919037, 77.373474]","Wondering why potholes keep reappearing? Read now! https://t.co/AL2ztpXR1k
#Bangalore #potholes https://t.co/8cirMhg21M",2015-11-23 07:25:24+00:00,2015
(Bangalore #eveteasing OR #potholes OR #harassment OR #assault OR #accident OR #stalking),"[12.919037, 77.373474]",@PrasadRegitha heard that too. have a busy day ahead.. Scared of the possible jams due to the rains... #bangalore #potholes,2015-09-27 15:20:29+00:00,2015
(Bangalore #eveteasing OR #potholes OR #harassment OR #assault OR #accident OR #stalking),"[12.919037, 77.373474]","ಬೆಂಗಳೂರಲ್ಲಿ ರೈಲಿಗೆ ಸಿಕ್ಕಿ ಮೂವರ ಸಾವು 
Read more... http://t.co/KCfFpygKDM

#Bangalore  #Accident  #3Killed",2015-09-07 10:49:52+00:00,2015
(Bangalore #eveteasing OR #potholes OR #harassment OR #assault OR #accident OR #stalking),"[12.731936, 77.3305776]","stuck in rain 4 hours.Reason , #potholes.I was in tears.The traffic,the mess,the unruly ppl.I wish I never wish to move away frm #Bangalore",2015-08-13 16:27:00+00:00,2015
(Bangalore #eveteasing OR #potholes OR #harassment OR #assault OR #accident OR #stalking),"[12.731936, 77.3305776]",Does #bbmp have business deals with all the wheel alignment centers in bangalore? #potholes #bangalore,2015-08-04 01:07:09+00:00,2015
(Bangalore #eveteasing OR #potholes OR #harassment OR #assault OR #accident OR #stalking),"[12.919037, 77.373474]","NIGERIANS AT FAULT 
........... FOR #ASSAULT
http://t.co/kSKwIVhyc3
#bangalore 
http://t.co/sKS4I7GLbY
#lyrics #poem #music #grammys #news",2015-07-05 12:07:37+00:00,2015
(Bangalore #eveteasing OR #potholes OR #harassment OR #assault OR #accident OR #stalking),"[12.731936, 77.3305776]",@blrcitytraffic  #Potholes in @bangalore are big enough to sink inn the moon.. they just dig.do what they have to.and forget about it.,2015-06-22 17:20:30+00:00,2015
(Bangalore #eveteasing OR #potholes OR #harassment OR #assault OR #accident OR #stalking),"[12.9728642, 77.6157931]",Witness to 2nd road #accident in a week. Bangalore riders #ridesafe wear a #helmet,2015-01-06 05:24:34+00:00,2015
(Bangalore #eveteasing OR #potholes OR #harassment OR #assault OR #accident OR #stalking),"[12.90120287, 77.67456927]",Depth of potholes on Bangalore roads are increasing at a higher rate than inflation rate #potholes #DoSomethingGood for citizens.,2013-10-16 17:49:20+00:00,2013
(Bangalore #eveteasing OR #potholes OR #harassment OR #assault OR #accident OR #stalking),"[13.00602, 77.57022]","#DoTell ""@ibnlive: Bangalore potholes: Scam that swallows Rs 3,000 crore every year http://t.co/VJd6OoaQ0I #Potholes""",2013-08-19 03:30:10+00:00,2013
